PROBEID,SYMBOL,GENENAME,LOGFC,AVEEXPR,T,P.VALUE,ADJ.P.VAL,B,CONDITION,TIME
222402_at,POMP,proteasome maturation protein,0.446214181,4.005160075,3.653519604,0.000525557,0.009988439,-0.346341558,0,12.68
1557119_a_at,ZNF575,zinc finger protein 575,-0.284842336,5.341370528,-3.653454086,0.000525668,0.009988439,-0.346533783,1,18.23
227587_at,KRI1,KRI1 homolog,-0.216210387,9.166519142,-3.653172596,0.000526144,0.00999391,-0.347359627,1,131.41
212042_x_at,RPL7,ribosomal protein L7,0.583352826,9.866985141,3.652904366,0.000526598,0.009994893,-0.34814653,0,11.07
1553315_at,SLFNL1,schlafen like 1,-0.387015902,6.514831409,-3.652808695,0.00052676,0.009994893,-0.34842719,1,26.97
225659_at,SPOPL,speckle type BTB/POZ protein like,0.432128161,7.881223036,3.652546526,0.000527204,0.009999751,-0.349196264,0,0
201746_at,TP53,tumor protein p53,-0.291644492,8.106387318,-3.651211112,0.000529472,0.010025961,-0.353113158,1,18.17
216717_at,SUPT20H,"SPT20 homolog, SAGA complex component",-0.212640062,7.371150582,-3.651096722,0.000529667,0.010025961,-0.353448633,1,0
215000_s_at,FEZ2,fasciculation and elongation protein zeta 2,0.371699917,7.580232728,3.651066736,0.000529718,0.010025961,-0.353536572,0,13.01
214695_at,UBAP2L,ubiquitin associated protein 2 like,-0.218573228,6.70936022,-3.648788837,0.000533609,0.010088844,-0.360215587,1,31.04
201064_s_at,PABPC4,poly(A) binding protein cytoplasmic 4,-0.250990365,6.92338814,-3.648298337,0.000534451,0.010094383,-0.36165343,1,32
204531_s_at,BRCA1,BRCA1 DNA repair associated,0.313521971,2.916925763,3.6464513,0.000537632,0.01014684,-0.367066698,0,45.99
224810_s_at,ANKRD13A,ankyrin repeat domain 13A,0.201085317,10.43312213,3.6460241,0.00053837,0.010157165,-0.368318479,0,36.01
222071_s_at,SLCO4C1,solute carrier organic anion transporter family member 4C1,0.482181814,6.10716065,3.645473508,0.000539323,0.010167923,-0.369931688,0,0
227571_at,LOC105371763,uncharacterized LOC105371763,0.27358814,4.319925552,3.644657328,0.000540738,0.010187502,-0.372322765,0,40.05
217367_s_at,ZHX3,zinc fingers and homeoboxes 3,-0.337558223,4.790371083,-3.643753293,0.00054231,0.010202527,-0.374970825,1,6.96
218854_at,DSE,dermatan sulfate epimerase,0.447849773,7.04905197,3.643396887,0.000542931,0.010210594,-0.376014679,0,5.06
212846_at,RRP1B,ribosomal RNA processing 1B,-0.293863966,6.908256366,-3.64228248,0.000544876,0.010241399,-0.379278171,1,46.62
218753_at,XKR8,XK related 8,0.281812557,7.640153988,3.642226257,0.000544975,0.010241399,-0.3794428,0,15.11
238644_at,MYSM1,"Myb like, SWIRM and MPN domains 1",-0.195220077,8.754237973,-3.642127944,0.000545147,0.010241399,-0.379730672,1,0
208838_at,CAND1,cullin associated and neddylation dissociated 1,0.394776784,4.404564473,3.641951222,0.000545456,0.010243589,-0.380248121,0,32.88
225685_at,CDC42EP3,CDC42 effector protein 3,0.381500734,7.817438557,3.641598174,0.000546075,0.010251581,-0.381281814,0,30.98
1558201_s_at,SLC4A1AP,solute carrier family 4 member 1 adaptor protein,0.202930192,6.852268911,3.640916283,0.000547271,0.010269512,-0.383278146,0,19.65
228082_at,CLMP,CXADR like membrane protein,0.229665292,4.575086114,3.640566443,0.000547886,0.010274694,-0.384302257,0,25.92
201724_s_at,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1,0.417081368,5.622227831,3.639122838,0.00055043,0.010318758,-0.388527565,0,13.01
1553856_s_at,P2RY10,P2Y receptor family member 10,-0.311071507,7.149084536,-3.638753761,0.000551082,0.010324223,-0.38960765,1,0
212391_x_at,RPS3A,ribosomal protein S3A,0.626125582,11.07925767,3.638403055,0.000551702,0.010328436,-0.390633908,0,15.11
1559812_at,FAM53B-AS1,FAM53B antisense RNA 1,-0.284001705,7.870968681,-3.638142306,0.000552164,0.010333045,-0.391396886,1,0
204219_s_at,PSMC1,"proteasome 26S subunit, ATPase 1",0.163012701,9.11243772,3.636371334,0.000555309,0.010382638,-0.396578009,0,10.05
1554175_at,CD300LB,CD300 molecule like family member b,0.320979909,5.985199566,3.636320379,0.0005554,0.010382638,-0.396727058,0,13.93
230875_s_at,ATP11A,ATPase phospholipid transporting 11A,0.425235477,6.588202533,3.635876168,0.000556192,0.010393784,-0.398026369,0,55.88
219284_at,HSPBAP1,HSPB1 associated protein 1,0.256157585,9.06892848,3.634369717,0.000558885,0.01044044,-0.402431956,0,7.52
1553513_at,VNN3P,"vanin 3, pseudogene",0.541174284,6.530478246,3.633685907,0.000560111,0.010456003,-0.404431363,0,25
204068_at,STK3,serine/threonine kinase 3,0.612146241,5.173727808,3.632878804,0.000561562,0.010475731,-0.406790954,0,11.5
231277_x_at,DTWD2,DTW domain containing 2,-0.329578966,6.131225753,-3.632630667,0.000562009,0.010476712,-0.407516322,1,33.71
218269_at,DROSHA,drosha ribonuclease III,-0.265502147,6.494699523,-3.632107744,0.000562952,0.010490606,-0.409044858,1,17.02
223725_at,LINC00852,long intergenic non-protein coding RNA 852,-0.378794161,7.229469354,-3.631053141,0.000564858,0.010507701,-0.412127098,1,78.65
1563431_x_at,PTGIR,prostaglandin I2 receptor,-0.18593615,10.89067127,-3.630827451,0.000565267,0.010511623,-0.412786637,1,34.63
224202_at,SUFU,SUFU negative regulator of hedgehog signaling,-0.408487534,7.60114207,-3.628836805,0.000568883,0.010567787,-0.418602811,1,6.04
210146_x_at,LILRB2,leukocyte immunoglobulin like receptor B2,0.341000304,8.901331351,3.628054916,0.00057031,0.010587322,-0.420886737,0,28.98
218339_at,MRPL22,mitochondrial ribosomal protein L22,0.40318027,5.514901586,3.627813067,0.000570752,0.010587696,-0.421593122,0,30.42
1555543_a_at,CLCC1,chloride channel CLIC like 1,-0.247672945,7.123624315,-3.625874726,0.000574306,0.010646192,-0.42725348,1,13.01
223279_s_at,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats,0.282886737,3.518356859,3.625507785,0.000574981,0.010654991,-0.428324806,0,20.96
224318_s_at,KANSL3,KAT8 regulatory NSL complex subunit 3,-0.195427136,8.507200402,-3.624401706,0.000577021,0.010676099,-0.431553702,1,135.55
231300_at,CFAP119,cilia and flagella associated protein 119,0.229997672,4.468636782,3.624091928,0.000577593,0.010676099,-0.432457903,0,1.02
207005_s_at,BCL2,BCL2 apoptosis regulator,-0.270069615,6.198579937,-3.623995964,0.000577771,0.010676099,-0.432738,1,124.18
211307_s_at,FCAR,Fc alpha receptor,0.522328789,6.533820092,3.623966028,0.000577826,0.010676099,-0.432825372,0,27.07
218404_at,SNX10,sorting nexin 10,0.548210917,8.347245245,3.623910932,0.000577928,0.010676099,-0.432986183,0,26.02
1552349_a_at,PRSS33,serine protease 33,0.742279677,5.096622675,3.623196606,0.000579251,0.010692261,-0.435070947,0,14.03
216945_x_at,PASK,PAS domain containing serine/threonine kinase,-0.543660171,6.950817069,-3.623112751,0.000579406,0.010692261,-0.43531566,1,84.99
204577_s_at,CLUAP1,clusterin associated protein 1,-0.304715972,4.056870089,-3.622941,0.000579725,0.010694427,-0.435816869,1,60.97
1568804_at,LOC101928371,uncharacterized LOC101928371,-0.331732283,4.324703713,-3.622614863,0.00058033,0.010698169,-0.436768571,1,133.08
208858_s_at,ESYT1,extended synaptotagmin 1,-0.301318791,9.17467419,-3.622093396,0.0005813,0.010712322,-0.438290151,1,27
238944_at,LOC100505715,uncharacterized LOC100505715,-0.445308265,5.76499916,-3.621457518,0.000582484,0.010726704,-0.44014538,1,38.96
209155_s_at,NT5C2,"5'-nucleotidase, cytosolic II",0.34498273,6.973792634,3.620697135,0.000583903,0.010745387,-0.442363585,0,36.99
227722_at,RPS23,ribosomal protein S23,-0.387200954,4.829160531,-3.620156304,0.000584914,0.010756046,-0.443941128,1,10.25
242214_at,RPS27A,ribosomal protein S27a,-0.273539302,5.951329471,-3.620062727,0.000585089,0.010756046,-0.444214065,1,51.28
212476_at,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",0.438515326,6.863878997,3.618673779,0.000587694,0.010800207,-0.448264705,0,26.97
1316_at,THRA,thyroid hormone receptor alpha,-0.300954295,5.634391858,-3.617712389,0.000589504,0.010823056,-0.451067857,1,14.42
218888_s_at,NETO2,neuropilin and tolloid like 2,0.282128692,2.593549838,3.617688831,0.000589549,0.010823056,-0.451136538,0,16.33
238701_x_at,COLCA1,colorectal cancer associated 1,-0.13454354,11.58113533,-3.617238412,0.000590399,0.010831174,-0.452449669,1,29.01
225492_at,TMEM33,transmembrane protein 33,0.363726527,7.040077988,3.616993453,0.000590861,0.010833316,-0.453163765,0,28.98
204662_at,CCP110,centriolar coiled-coil protein 110,0.330900466,3.948945026,3.616960767,0.000590923,0.010833316,-0.453259048,0,0
223444_at,SENP7,SUMO specific peptidase 7,0.479387671,5.704481067,3.616468507,0.000591854,0.01084664,-0.454693965,0,12.02
225157_at,MLXIP,MLX interacting protein,-0.380039122,7.797174027,-3.616230286,0.000592305,0.010851164,-0.455388324,1,21.29
217245_at,DIAPH2-AS1,DIAPH2 antisense RNA 1,-0.254383762,3.241582139,-3.614522178,0.000595548,0.010897898,-0.460366205,1,20.7
225339_at,SPAG9,sperm associated antigen 9,0.401044844,6.012642168,3.614317924,0.000595937,0.010898922,-0.460961355,0,27.4
212311_at,SEL1L3,SEL1L family member 3,-0.34026007,6.06908774,-3.613887351,0.000596758,0.010910178,-0.462215875,1,6.04
217915_s_at,RSL24D1,ribosomal L24 domain containing 1,0.580816866,6.358684018,3.6136324,0.000597244,0.010915317,-0.462958655,0,7.19
231909_x_at,ODF2L,outer dense fiber of sperm tails 2 like,0.240017013,1.186752452,3.613382597,0.000597721,0.01092028,-0.463686405,0,119.61
213517_at,PCBP2,poly(rC) binding protein 2,-0.223073602,8.115467304,-3.613123207,0.000598217,0.010925581,-0.464442051,1,20.27
223200_s_at,LSG1,large 60S subunit nuclear export GTPase 1,-0.238843484,7.018498026,-3.612805638,0.000598824,0.010932918,-0.465367131,1,22.01
205770_at,GSR,glutathione-disulfide reductase,0.237125841,7.061586749,3.612339151,0.000599718,0.010945468,-0.466725919,0,11.96
226823_at,PHACTR4,phosphatase and actin regulator 4,-0.289118213,6.397469625,-3.611292215,0.000601727,0.010974607,-0.469775033,1,14.98
1552693_at,ARL11,ARF like GTPase 11,0.490671489,3.628378522,3.610809611,0.000602656,0.010984002,-0.471180385,0,27.4
201975_at,CLIP1,CAP-Gly domain containing linker protein 1,0.288449182,6.678675193,3.61042711,0.000603393,0.010993662,-0.472294149,0,31.04
202096_s_at,TSPO,translocator protein,0.395120779,6.931234672,3.610267605,0.0006037,0.010995496,-0.472758571,0,19.97
232310_at,MIATNB,MIAT neighbor,-0.224621787,5.537276335,-3.609332973,0.000605505,0.011020851,-0.47547963,1,69.97
204162_at,NDC80,NDC80 kinetochore complex component,0.371368815,4.041353277,3.60922485,0.000605714,0.011020851,-0.475794386,0,20.4
222800_at,TRNAU1AP,tRNA selenocysteine 1 associated protein 1,-0.291428626,6.453511185,-3.608911525,0.000606321,0.01102811,-0.476706471,1,32
209162_s_at,PRPF4,pre-mRNA splicing tri-snRNP complex factor PRPF4,-0.228250898,5.160985505,-3.608504006,0.000607111,0.011034919,-0.477892677,1,32.42
228657_at,KIF1B,kinesin family member 1B,0.364237819,5.828379032,3.607848892,0.000608382,0.011050471,-0.479799401,0,19.97
1552931_a_at,PDE8A,phosphodiesterase 8A,-0.215306,5.062456724,-3.607481805,0.000609096,0.011059652,-0.480867717,1,46.98
202939_at,ZMPSTE24,zinc metallopeptidase STE24,0.313065027,8.479054323,3.607231306,0.000609583,0.011064722,-0.481596695,0,30.03
210875_s_at,ZEB1,zinc finger E-box binding homeobox 1,0.39111918,2.686345289,3.606879076,0.000610269,0.011068613,-0.482621662,0,15.01
1553995_a_at,NT5E,5'-nucleotidase ecto,-0.354149417,3.925738382,-3.606815699,0.000610392,0.011068613,-0.482806077,1,0
202561_at,TNKS,tankyrase,-0.247108476,6.807370987,-3.606396296,0.00061121,0.011075347,-0.484026416,1,106.67
228856_at,ZNF747,zinc finger protein 747,-0.254267173,5.102012269,-3.605959698,0.000612063,0.011083238,-0.485296692,1,37.19
225438_at,NUDCD1,NudC domain containing 1,0.353415636,1.723641871,3.605742055,0.000612488,0.011087163,-0.485929883,0,43
211148_s_at,ANGPT2,angiopoietin 2,-0.205912909,5.289725912,-3.60512164,0.000613702,0.011101005,-0.487734728,1,19.97
1556498_at,DIPK1A,divergent protein kinase domain 1A,-0.307746818,6.346606463,-3.604715799,0.000614498,0.011108409,-0.48891525,1,28.98
202901_x_at,CTSS,cathepsin S,0.297645492,7.608549314,3.604597328,0.00061473,0.011108832,-0.489259846,0,46.98
219316_s_at,FLVCR2,FLVCR choline and putative heme transporter 2,0.254035437,4.582781557,3.604261796,0.000615389,0.011109722,-0.490235765,0,25.03
214751_at,ZNF468,zinc finger protein 468,0.421314735,5.169507459,3.604252771,0.000615407,0.011109722,-0.490262013,0,0
223044_at,SLC40A1,solute carrier family 40 member 1,0.47896862,7.721064583,3.603953324,0.000615995,0.011116569,-0.491132923,0,19.97
224897_at,WDR26,WD repeat domain 26,0.23543882,8.644831042,3.603421065,0.000617042,0.011129536,-0.492680833,0,75.89
201981_at,PAPPA,pappalysin 1,-0.256927078,4.858342393,-3.603231466,0.000617416,0.011129536,-0.493232185,1,18.17
222169_x_at,SH2D3A,SH2 domain containing 3A,-0.253043598,6.060804677,-3.603191197,0.000617495,0.011129536,-0.493349284,1,11.01
209102_s_at,HBP1,HMG-box transcription factor 1,0.252403821,7.57397146,3.603162699,0.000617551,0.011129536,-0.493432155,0,9.86
231976_at,LINS1,lines homolog 1,-0.231715045,7.276704421,-3.602157239,0.000619536,0.011150175,-0.496355678,1,23.98
1563455_at,SIK3,SIK family kinase 3,-0.265173908,5.660857645,-3.601508818,0.000620819,0.011165704,-0.498240779,1,21.98
213246_at,LYSET,lysosomal enzyme trafficking factor,0.379652067,4.838593176,3.601351326,0.000621131,0.011167536,-0.49869861,0,2
218364_at,LRRFIP2,LRR binding FLII interacting protein 2,0.237607988,8.571346255,3.600389502,0.000623039,0.011188018,-0.501494358,0,25.03
218016_s_at,POLR3E,RNA polymerase III subunit E,-0.271212657,7.472961882,-3.600083578,0.000623648,0.011193854,-0.502383492,1,32.16
48808_at,DHFR,dihydrofolate reductase,0.236820847,3.3506777,3.599203294,0.000625401,0.011221535,-0.504941662,0,95.11
219676_at,ZSCAN16,zinc finger and SCAN domain containing 16,0.292985708,6.376850609,3.598718378,0.000626369,0.011235109,-0.506350691,0,33.97
200868_s_at,RNF114,ring finger protein 114,0.217464658,6.653729593,3.598249715,0.000627306,0.011244322,-0.507712378,0,12.58
232165_at,EPPK1,epiplakin 1,-0.616432484,5.590923208,-3.597234398,0.00062934,0.011276978,-0.510661956,1,106.67
32088_at,BLZF1,basic leucine zipper nuclear factor 1,0.302402811,2.579634626,3.596132034,0.000631555,0.011312864,-0.513863803,0,21.98
226106_at,RNF141,ring finger protein 141,0.542681284,5.75247421,3.59597935,0.000631863,0.011314558,-0.514307228,0,0
216870_x_at,DLEU2,deleted in lymphocytic leukemia 2,0.292390184,5.91636061,3.595577253,0.000632673,0.011320729,-0.515474941,0,27
235688_s_at,TRAF4,TNF receptor associated factor 4,-0.263962693,5.420991707,-3.595560526,0.000632707,0.011320729,-0.515523515,1,30.98
205686_s_at,CD86,CD86 molecule,0.344507898,5.268100416,3.595385752,0.000633059,0.011320729,-0.51603104,0,13.76
226896_at,CHCHD1,coiled-coil-helix-coiled-coil-helix domain containing 1,0.235212385,5.783171551,3.595140611,0.000633554,0.011323041,-0.516742879,0,5.06
238854_at,NRAV,negative regulator of antiviral response,-0.307418521,5.691420434,-3.594920957,0.000633998,0.011323041,-0.51738068,1,33.02
202678_at,GTF2A2,general transcription factor IIA subunit 2,0.201542859,6.909689026,3.594899668,0.000634041,0.011323041,-0.517442495,0,15.01
202155_s_at,NUP214,nucleoporin 214,0.292969991,9.594071652,3.594451076,0.000634948,0.011335431,-0.518744971,0,2.66
225223_at,SMAD5,SMAD family member 5,0.399688218,5.0521374,3.593939914,0.000635983,0.011346288,-0.520228991,0,11.5
220235_s_at,LRIF1,ligand dependent nuclear receptor interacting factor 1,0.393055653,4.775153731,3.593192079,0.0006375,0.011369541,-0.522399879,0,34
203587_at,ARL4D,ARF like GTPase 4D,-0.351140392,4.162950093,-3.592678125,0.000638545,0.011380536,-0.523891668,1,21.48
1559205_s_at,LINC02273,long intergenic non-protein coding RNA 2273,-0.382475435,6.291744936,-3.592159314,0.000639601,0.01138977,-0.525397411,1,28.65
226278_at,SVIP,small VCP interacting protein,0.353391231,5.399530607,3.59210792,0.000639706,0.01138977,-0.525546563,0,37.02
221430_s_at,RNF146,ring finger protein 146,0.363775544,5.551531866,3.591892578,0.000640145,0.011393769,-0.526171505,0,28.22
231770_x_at,WDPCP,WD repeat containing planar cell polarity effector,-0.146314819,5.786757977,-3.59087163,0.00064223,0.011419563,-0.529134044,1,61.93
1552370_at,C4orf33,chromosome 4 open reading frame 33,0.262086874,4.36526122,3.589533052,0.000644974,0.011459176,-0.533017444,0,43
226321_at,LYSMD3,LysM domain containing 3,0.484588904,6.118730054,3.589270758,0.000645513,0.011459176,-0.533778285,0,0.46
224769_at,TAOK1,TAO kinase 1,0.315568948,6.634271394,3.58925524,0.000645545,0.011459176,-0.533823297,0,21.88
238670_at,RAD18,RAD18 E3 ubiquitin protein ligase,-0.302989731,6.837068864,-3.588812325,0.000646456,0.011467688,-0.535107983,1,22.54
239764_at,ITPR1-DT,ITPR1 divergent transcript,0.268872362,2.253014918,3.588441963,0.000647219,0.011477388,-0.536182148,0,11.01
240344_x_at,LYRM7,LYR motif containing 7,-0.285783894,7.220273512,-3.588064932,0.000647996,0.011481057,-0.537275582,1,29.99
238933_at,IRS1,insulin receptor substrate 1,-0.52891767,3.894710889,-3.58684879,0.00065051,0.011520372,-0.540802028,1,5.06
228968_at,ZNF449,zinc finger protein 449,0.326866999,4.89134581,3.586735321,0.000650745,0.011520695,-0.541131014,0,34.63
200708_at,GOT2,glutamic-oxaloacetic transaminase 2,-0.235347155,6.436368556,-3.585447358,0.000653418,0.011560316,-0.544864797,1,50
236754_at,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2,-0.220705029,6.0872733,-3.584931256,0.000654492,0.011571614,-0.546360723,1,19.05
230656_s_at,UTP4,UTP4 small subunit processome component,-0.319057098,5.988715834,-3.584584802,0.000655214,0.011576676,-0.547364845,1,20.27
203725_at,GADD45A,growth arrest and DNA damage inducible alpha,0.335675255,6.210517888,3.584238356,0.000655936,0.011585593,-0.54836888,0,15.01
202100_at,RALB,RAS like proto-oncogene B,0.436374986,7.352368015,3.582888177,0.00065876,0.011618849,-0.552281233,0,26.41
207045_at,VPS50,VPS50 subunit of EARP/GARPII complex,-0.37802513,4.146418942,-3.582685477,0.000659185,0.011618849,-0.552868508,1,11.63
219190_s_at,AGO4,argonaute RISC component 4,0.373898909,7.576803553,3.581600035,0.000661465,0.011646832,-0.556012935,0,19.88
214343_s_at,ATXN7L1,ataxin 7 like 1,-0.376485765,5.522283778,-3.58153819,0.000661595,0.011646832,-0.556192075,1,24.15
201913_s_at,COASY,Coenzyme A synthase,-0.195366282,7.827226279,-3.581086202,0.000662547,0.011655865,-0.557501248,1,22.54
226454_at,MARCHF9,membrane associated ring-CH-type finger 9,-0.295169213,4.781420709,-3.580618883,0.000663532,0.011669338,-0.558854711,1,25.99
240703_s_at,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,-0.313347051,5.792083431,-3.580466094,0.000663855,0.011671147,-0.559297198,1,2
1556583_a_at,SLC8A1,solute carrier family 8 member A1,0.414238173,1.6554712,3.578274415,0.000668497,0.011745244,-0.565643102,0,1.02
215178_x_at,NAAA,N-acylethanolamine acid amidase,-0.218130319,5.708153326,-3.578267596,0.000668511,0.011745244,-0.565662841,1,2.99
48117_at,SGF29,SAGA complex associated factor 29,-0.258721369,6.423789137,-3.577690733,0.000669738,0.011762913,-0.567332698,1,39.91
224680_at,TMED4,transmembrane p24 trafficking protein 4,-0.169230755,10.26316005,-3.576416923,0.000672455,0.011802832,-0.571019403,1,1.02
235037_at,TMEM41A,transmembrane protein 41A,-0.21693515,5.857470615,-3.575921443,0.000673515,0.011816725,-0.57245321,1,12.02
212513_s_at,USP33,ubiquitin specific peptidase 33,0.302177909,7.979785619,3.57534912,0.000674741,0.011829838,-0.574109218,0,33.08
